국가코드,특허/실용 구분,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호/공표/재공표 ,공개일,등록번호,등록일,출원인
KR,P,마이크로파일 보강구조체와 이를 이용한 기초콘크리트 보강공법(Micropile reinforcement structure and Reinforcing method of foot concrete using it),본 발명은 기초콘크리트 침하 시 기초콘크리트와 마이크로파일이 일체로 작용하여 기초콘크리트에 작용하는 하중을 지지하며 마이크로파일에 의한 펀칭전단을 방지하고 마이크로파일의 지지력을 증대할 수 있는 마이크로파일 보강구조체와 이를 이용한 기초콘크리트 보강공법을 제공하는 것을 목적으로 한다. 상기와 같은 목적을 달성하기 위해 본 발명은 기초콘크리트에 침하 등이 발생하는 경우 기초콘크리트의 지지력을 증대하기 위하여 기초콘크리트의 침하부분 상면에 코아홀을 형성하여 지반까지 천공하고 기초콘크리트 저면에서 케이싱 상면까지 상기 코아홀보다 그 폭이 확대된 확장 코아홀을 형성하여 마이크로파일 보강구조체를 설치하여 구성되는 것을 기술적 특징으로 한다.,강봉의 외주면에 숫나사가 연속으로 형성되는 마이크로파일(10);상기 마이크로파일(10)의 두부에서 하향으로 소정 거리에서 마이크로파일에 체결 고정되는 록 너트(19);상기 록 너트(19)의 상부에 설치되며 상기 마이크로파일(10)이 관통되어 설치될 수 있도록 내부는 원형의 중공부(14)가 형성되고 소정 두께의 강재로 형성되는 원형의 링플레이트(11);상기 링플레이트(11) 상면에는 원주 내측으로 소정 거리에 있는 동심원을 따라 소정 간격으로 설치하되 상기 링플레이트(11) 상면에는 일측 단부가 용접접합되고 타측 단부는 링플레이트 원주 외측으로 돌출되도록 경사지게 소정 길이로 형성되고 타측단부가 기초콘크리트하부와 맞닿아 기초콘크리트 하중을 지지하는 파일 보강근(12);상기 링플레이트(11) 상면에 소정 간격으로 설치된 파일 보강근(12)의 외측을 하단에서 상단까지 나선형으로 감아돌아 설치되며 상기 파일 보강근과 용접접합 또는 결속선으로 결합되는 나선철근(13)으로 구성되는 것을 특징으로 하는 마이크로파일 보강구조체.,3,10-2014-0097602,2014-07-30,10-2016-0015099,2016-02-12,10-1644498,2016-07-26,황판용 | 이병희 | 황기수
KR,P,소구경 파일의 두부 정착장치 및 이를 이용한 기존 기초콘크리트의 보강 방법(Head anchor device of micro pile and reinforced method of foundation concrete using the same),본 발명은 기존 기초콘크리트에 천공된 코어홀에 경사천공 한 후 정착앵커를 정착시키고 코어홀에 삽입된 소구경 파일과 일체화가 될 수 있도록 키 플레이트 및 키너트를 체결한 후 그라우팅을 실시하여 소구경 파일 두부와 기초콘크리트를 정착함으로써 안전한 하중을 전달할 수 있도록 하는 소구경 파일 두부정착장치 및 그 정착방법을 제공한다. 본 발명의 소구경 파일의 두부 정착장치를 이용한 기존 기초콘크리트의 보강 방법 적절한 실시 형태에 따르면 (a) 기초콘크리트에 수직방향으로 소요 지반 심도까지 천공을 실시하여 코어홀을 형성하는 단계와; (b) 기초콘크리트측 코어홀의 내주면에 원주방향으로 일정 간격마다 경사 천공을 일정 깊이만큼 실시하여 경사천공홀을 형성하는 단계와 (c) 코어홀의 내부로 소요 지반 심도까지 도달하는 소구경 파일을 삽입하는 단계와; (d) 경사천공홀에 접착재를 주입한 후 전단력에 저항하기 위한 정착앵커를 삽입하고 소구경 파일의 두부에 하부 키플레이트와 상부 재하판을 설치시켜 놓는 단계; 및 (e) 코어홀에 무수축 몰탈 그라우트재를 주입하여 그라우팅을 실시하는 단계;를 포함하여 시공되는 것을 특징으로 한다.,(a) 기초콘크리트(12)에 수직방향으로 소요 지반 심도까지 천공을 실시하여 코어홀(12a)을 형성하는 단계와;(b) 기초콘크리트(12)측 코어홀(12a)의 내주면에 원주방향으로 일정 간격마다 경사 천공을 일정 깊이만큼 실시하여 경사천공홀(12b)을 형성하는 단계와(c) 코어홀(12a)의 내부로 소요 지반 심도까지 도달하는 소구경 파일(14)을 삽입하는 단계와;(d) 경사천공홀(12b)에 접합재를 주입한 후 전단력에 저항하기 위한 정착앵커(16)를 삽입하고 하부 키플레이트(18)와 상부 재하판(20)의 사이에 간격재(24)를 위치시키고 하부 키플레이트(18)의 하부에 하부 록 너트(28)를 나사 체결하고 상부 재하판(20)의 상부에 상부 록 너트(26)를 나사 체결하여 소구경 파일(14)의 두부에 하부 키플레이트(18)와 상부 재하판(20)을 설치하되 하부 키플레이트(18)의 외주면에 일정 간격마다 형성된 포지션 홈(18a)에 코어홀(12a)로 노출되어 상방으로 절곡된 정착앵커(16)의 하부를 삽입하고 상부 재하판(20)에 원주 방향으로 배열되어 두께 방향으로 관통된 포지션 관통홀(20a)에 정착앵커(16)를 관통시키고 노출된 정착앵커(16)의 상단부에 평와셔(31)와 둥근와셔(32)를 삽입하고 앵커 너트(33)를 체결하는 단계; 및(e) 코어홀(12a)에 무수축 몰탈 그라우트재(22)를 주입하여 그라우팅을 실시하는 단계;를 포함하여 시공되는 것을 특징으로 하는 소구경 파일의 두부 정착장치를 이용한 기존 기초콘크리트의 보강 방법.,3,10-2015-0131740,2015-09-17,0,0,10-1633289,2016-06-20,썬엔지니어링 (주) | 배철완
KR,P,압축과 인장력을 받는 복합형 프리텐션용 마이크로파일 시공방법(Micropile construction method for pretention),본 발명은 압축과 인장력을 받는 복합형 프리텐션용 마이크로파일 시공방법에 관한 것으로 더욱 상세하게는 지하구조물 시공시 부력에 저항하기 위하여 복합형 마이크로파일 하단에 확장 내하체를 설치하고 상부에는 프리텐션(선인장)을 가하기 위한 프리텐션용 너트와 플레이트가 설치되어 프리텐션에 의해 확장 내하체가 먼저 벌어지면서 천공홀 내벽에 강하게 압착되면서 부력에 저항할 수 있는 부력 앵커의 역할을 할 수 있으며 추후 상부구조물 시공에 의한 압축하중을 견딜 수 있는 것이다. 이는 지면을 천공하여 정착장의 길이가 확보되게 천공홀을 천공하는 천공단계와;상기 천공홀 내부에 삽입 설치하며 원통형의 몸체를 다수 개로 분할하고 내부에 역방향 쐐기 형태의 경사홈을 가지면 외면에 마찰 돌기를 갖는 확장 내하체를 형성하고 확장 내하체의 경사홈 내에 외면이 역방향 쐐기 형태의 경사면을 가지면 하측 면에 경사홈을 갖는 확장쐐기를 결합한 후 강봉을 체결하고 그 선단에 보호플레이트가 형성된 확장형 앵커체 삽입단계와;상기 천공홀의 외부로 드러난 강봉에 프리텐션 플레이트를 체결하고 천공홀의 상면에 밀착 결합한 후 프리텐션 너트를 체결하며 강봉의 상단에 인장용 마이크로파일 플레이트와 너트를 설치하고 프리텐션 플레이트의 상면에 프리텐션 받침를 체결한 후 유압잭을 설치하는 프리텐션 준비단계와;상기 유압잭을 이용하여 인장을 실시하면 확장 쐐기의 경사면이 확장 내하체의 내부 경사면을 따라 이동하면서 확장 내하체를 외부로 벌어지면서 천공홀의 내벽에 박혀 확장이 이루어진 후 강봉 하단에 설치된 보호 플레이트가 확장 내하체의 하부를 밀어올려 외부로 벌어지게 한 후 프리텐션 너트를 조여 프리텐션 플레이트를 지면에 밀착하는 프리텐션 적용단계와;상기 프리텐션이 이루어진 후 인장용 너트와 마이크로파일 플레이트를 해체한 후 인장기와 프리텐션 받침을 제거하고 인장용 너트와 마이크로파일 플레이트 압축용 너트를 프리텐션 플레이트 및 프리텐션 너트와 이격된 상태로 재조립한 후에 천공홀 내부에 삽입된 그라우트 호스를 통해 그라우트를 주입하는 그라우팅 단계와;상기 그라우트 주입을 완료한 후에 강봉의 상면에 인장용 너트와 마이크로파일 플레이트 압축용 너트가 이격된 상태로 남아 있는 상태에서 콘크리트를 타설하여 압축과 인장력을 받을 수 있도록 하는 기초 콘크리트 타설단계로 시공하는 것을 특징으로 한다.,지면을 천공하여 정착장의 길이가 확보되게 천공홀을 천공하는 천공단계와;상기 천공홀 내부에 삽입 설치하며 원통형의 몸체를 다수 개로 분할하고 내부에 역방향 쐐기 형태의 경사홈을 가지면 외면에 마찰 돌기를 갖는 확장 내하체를 형성하고 확장 내하체의 경사홈 내에 외면이 역방향 쐐기 형태의 경사면을 가지면 하측 면에 경사홈을 갖는 확장쐐기를 결합한 후 강봉을 체결하고 그 선단에 보호플레이트가 형성된 확장형 앵커체 삽입단계와;상기 천공홀의 외부로 드러난 강봉에 프리텐션 플레이트를 체결하고 천공홀의 상면에 밀착 결합한 후 프리텐션 너트를 체결하며 강봉의 상단에 인장용 마이크로파일 플레이트와 너트를 설치하고 프리텐션 플레이트의 상면에 프리텐션 받침를 체결한 후 유압잭을 설치하는 프리텐션 준비단계와;상기 유압잭의 이용하여 인장을 실시하면 확장 쐐기의 경사면이 확장 내하체의 내부 경사면을 따라 이동하면서 확장 내하체를 외부로 벌어지면서 천공홀의 내벽에 박혀 확장이 이루어진 후 강봉 하단에 설치된 보호 플레이트가 확장 내하체의 하부를 밀어올려 외부로 벌어지게 한 후 프리텐션 너트를 조여 프리텐션 플레이트를 지면에 밀착하는 프리텐션 적용단계와;상기 프리텐션이 이루어진 후 인장용 너트와 마이크로파일 플레이트를 해체한 후 인장기와 프리텐션 받침을 제거하고 인장용 너트와 마이크로파일 플레이트 압축용 너트를 프리텐션 플레이트 및 프리텐션 너트와 이격된 상태로 재조립한 후에 천공홀 내부에 삽입된 그라우트 호스를 통해 그라우트를 주입하는 그라우팅 단계와;상기 그라우트 주입을 완료한 후에 강봉의 상면에 인장용 너트와 마이크로파일 플레이트 압축용 너트가 이격된 상태로 남아 있는 상태에서 콘크리트를 타설하여 압축과 인장력을 받을 수 있도록 하는 기초 콘크리트 타설단계로 시공하는 것을 특징으로 하는 압축과 인장력을 받는 복합형 프리텐션용 마이크로파일 시공방법.,4,10-2015-0069128,2015-05-18,0,0,10-1584054,2016-01-05,주식회사 세일지오텍
JP,P,마이크로 파일 공법의 케이싱 세그먼트 덧붙이기 방법 및 연결 구조,【요약】　　　（수정유） 【과제】마이크로파일 공법으로 삭공 효율을 향상시키는데 있어서 또한 케이싱 세그먼트의 인발 효율을 향상시키는데 있어서 유리한 케이싱 세그먼트의 의족해 방법을 제공한다. 【해결 수단】중공 원통형을 나타내 외경이 케이싱 세그먼트 14의 외경 이하에서 내부에 삭공 드릴의 이동을 허용하는 크기의 드릴 삽통공 22 A가 통 구멍 형성된 케이싱 조인트 22를 설치한다. 케이싱 세그먼트 14의 길이 방향의 단부의 내주면에 암나사 1402를 설치한다. 케이싱 세그먼트 14의 길이 방향의 단부 끼리는 케이싱 세그먼트 14의 암나사 1402에 케이싱 조인트 22의 수나사 2202가 나사 결합됨으로써 연결되어 있다. 【선택도】도 3 ,【청구항】선단 외주부가 외측 삭공용 커터로된 1번째의 케이싱 세그먼트와 상기 케이싱 세그먼트의 내측에 삽통되어 선단에 삭공 드릴이 취착된 1번째의 로드를 구비하고 이들 1번째의 케이싱 세그먼트와 로드를 회전시키면서 삭공해 삭공에 따라 1번째의 케이싱 세그먼트의 단부에 2번째의 케이싱 세그먼트를 착탈 가능하게 연결함과 동시에 1번째의 로드의 단부에 2번째의 로드를 착탈 가능하게 연결해 이들 케이싱 세그먼트와 로드를 회전시키면서 삭공해 이후 삭공에 따라 케이싱 세그먼트와 로드를 순차 의족 해 가 소정의 깊이까지 삭공했다면 삭공 드릴을 로드와 함께 뽑아 내 그라우트재를 충전하면서 케이싱 세그먼트를 소정의 길이 뽑아 내는 것이 이루어지는 마이크로파일 공법으로서 케이싱 세그먼트의 연결을 케이싱 세그먼트의 외경 이하의 외경을 가져 케이싱 세그먼트의 내부에 삽입되어 상기 삭공 드릴의 이동을 허용하는 크기의 드릴 삽통공이 관통 형성된 중공 원통형 케이싱 조인트를 이용해 이 케이싱 조인트로 케이싱 세그먼트의 단부의 내주면 끼리를 착탈 가능하게 결합함으로써 수행하도록 한 것을 특징으로 하는 마이크로파일 공법의 케이싱 세그먼트의 의족해 방법.,7,2014-084269,2014-04-16,2015-203266,2015-11-16,0,0,FUJITA CORP
KR,P,소구경 파일에 클램프소켓윙빔을 결합하여 대구경화 하는 복합파일(The large diameter composition piles to be clamp socket wing beam combination with small diameter pipe),본 발명은 소구경 파일에 클램프소켓윙빔을 결합하여 대구경화 하는 복합파일에 관한 것으로 지중에 근입된 소구경파일의 외면에 클램프소켓윙빔을 부착하여 휨강성보강 및 선단지지력이 향상되도록 함으로써 소구경파일의 대구경화가 가능하도록 하고 자재비 절감 천공 규격 축소에 따른 시공성 향상과 공기단축 외력에 의한 지배 방향에 맞추어 본 발명의 복합파일 배치에 따라 배치 파일 수 감소 등에 의해서 경제성과 시공성 향상 외에도 장비 사용 경감에 따른 탄소배출량을 감소하여 지구온난화에도 일조하는 소구경 파일에 클램프소켓윙빔을 결합하여 대구경화 하는 복합파일을 제공함에 있다. 상기 목적 달성을 위한 본 발명은 기초를 지지할 수 있도록 지중으로 근입되는 복합말뚝에 있어서 지중으로 근입되는 지지파일; 상기 지지파일의 외측을 감싸면서 구속력을 가하여 일체화되도록 하는 한 쌍의 클램프소켓과 상기 각각의 클램프소켓의 외측에서 지지파일의 원주방향으로 확장되도록 형성되어 소구경 파일을 대구경화 할 수 있는 다수의 윙빔으로 이루어진 클램프소켓윙빔을 포함하여 구성된 것을 그 기술적 요지로 한다.,기초를 지지할 수 있도록 지중으로 근입되는 복합말뚝에 있어서지중으로 근입되는 지지파일;상기 지지파일의 외측을 감싸면서 구속력을 가하여 일체화되도록 하는 한 쌍의 클램프소켓과 상기 각각의 클램프소켓의 외측에서 지지파일의 원주방향으로 확장되도록 형성되어 소구경 파일을 대구경화 할 수 있는 다수의 윙빔으로 이루어진 클램프소켓윙빔;을 포함하여 구성되고 상기 클램프소켓윙빔은 지지파일의 두부 외면을 감싸도록 설치되되 지지파일이 기초의 하면에서 외력에 의한 축방향력과 휨모멘트에 대하여 저항할 수 있는 위치점까지 연장되도록 설치되어 외력의 휨모멘트가 작용하는 주축 방향으로 단면2차모멘트가 증가되도록 하여 휨저항력이 향상시켜주며상기 클램프소켓윙빔의 상부에서 일체로 형성되고 하단부의 일부분이 지지파일의 중공으로 삽입되어 중공으로 타설되는 콘크리트에 의해 지지파일과 일체로 합성되며 상단이 기초의 하면까지 연장됨으로써 휨저항력이 향상되도록 하는 윙빔연장부를 더 포함하여 구성된 것을 특징으로 하는 소구경 파일에 클램프소켓윙빔을 결합하여 대구경화 하는 복합파일.,7,10-2015-0033668,2015-03-11,0,0,10-1551269,2015-09-02,홍석희
JP,P,얇은 강관말뚝의 접합 구조,【요약】 【과제】소구경 강관말뚝 공법의 얇은 소경 강관을 용접을 하지 않고 현장에서 간이적으로 접속할 수 있는 것이며 게다가 접속 부분이 본관 부분과 동등의 굴곡 강도 압축 강도 인장 강도를 가지는 것으로 할 수 있다. 【해결 수단】얇은 강관말뚝 1 1의 내주면에 종장 대판상 접속 가이드 부재 2를 접착제 3에 의해 접착해 단부에서 돌설해 접속 가이드 부재 2를 내측에서 걸어 건네주어 얇은 강관말뚝 1 1을 상하에 접합해 이 접합의 얇은 강관말뚝 1 1의 외주면에 칼집관에 의한 보강관 4를 끼워 접착제 3에 의해 접착 고정해 일체화했다. 【선택도】 도 1 ,【청구항】얇은 강관말뚝 내주면에 종장 대판상 접속 가이드 부재를 접착제에 의해 접착해 단부에서 돌설해 접속 가이드 부재를 내측에서 걸어 건네주어 얇은 강관말뚝을 상하에 접합해 이 접합의 얇은 강관말뚝 외주면에 U자관을 코킹에 의해 원통형으로 곡성했다 칼집관에 의한 보강관을 끼워 접착제에 의해 접착 고정해 얇은 강관말뚝 외주면에 끼운 후외주를 결속 밴드로 체결해 일체화한 것을 특징으로 하는 얇은 강관말뚝의 접합 구조.,3,2013-271213,2013-12-27,2015-124569,2015-07-06,5797256,2015-08-28,SOMETHING:KK
KR,P,압력 그라우팅에 의한 토사 정착형 마이크로파일 및 이의 시공방법(Micropile fixed in the soil by Pressure Injection Grouting and Construction Method thereof),본 발명은 패커부재로 압축력을 받는 마이크로파일 상단을 밀폐함으로써 주변 지반의 압밀 충전에 따른 주면 마찰력 증가로 토사 지반의 경우에도 상부 하중을 효과적으로 지지할 수 있는 압력 그라우팅에 의한 토사 정착형 마이크로파일 및 이의 시공방법에 대한 것이다.본 발명의 압력 그라우팅에 의한 토사 정착형 마이크로파일은 토사 지반에서 상부구조물에 의한 압축력을 지반으로 전달하기 위한 압력 그라우팅에 의한 토사 정착형 마이크로파일에 관한 것으로 천공홀 내에 근입되는 마이크로파일 본체; 천공홀 상부에서 마이크로파일 본체 외주면 상단에 구비되는 것으로 내부에 제1주입재가 채워져 팽창됨으로써 천공홀 내부를 밀폐하는 튜브형의 섬유패커인 패커부재; 상기 패커부재 내에 제1주입재를 주입하기 위해 패커부재 일측에 결합되는 팽창주입관; 천공홀 내부에 제2주입재를 주입하기 위해 마이크로파일 본체 측면에 결합되어 마이크로파일 본체 하단까지 연장되는 메인주입관; 및 상광하협의 콘 형상으로 중앙에 결합공이 형성되어 상기 결합공이 상기 마이크로파일 본체 하부 외주면에 나사 결합되고 메인주입관이 관통되는 관통공이 상하로 형성되는 것으로 복수 개가 상하로 일정 간격 이격되도록 구비되는 주면콘; 으로 구성되는 것을 특징으로 한다.,토사 지반(1)에서 상부구조물(2)에 의한 압축력을 지반(1)으로 전달하기 위한 압력 그라우팅에 의한 토사 정착형 마이크로파일(3)에 관한 것으로천공홀(11) 내에 근입되는 마이크로파일 본체(31);천공홀(11) 상부에서 마이크로파일 본체(31) 외주면 상단에 구비되는 것으로 내부에 제1주입재(41)가 채워져 팽창됨으로써 천공홀(11) 내부를 밀폐하는 튜브형의 섬유패커인 패커부재(32);상기 패커부재(32) 내에 제1주입재(41)를 주입하기 위해 패커부재(32) 일측에 결합되는 팽창주입관(33); 천공홀(11) 내부에 제2주입재(42)를 주입하기 위해 마이크로파일 본체(31) 측면에 결합되어 마이크로파일 본체(31) 하단까지 연장되는 메인주입관(34); 및상광하협의 콘 형상으로 중앙에 결합공(361)이 형성되어 상기 결합공(361)이 상기 마이크로파일 본체(31) 하부 외주면에 나사 결합되고 메인주입관(34)이 관통되는 관통공(362)이 상하로 형성되는 것으로 복수 개가 상하로 일정 간격 이격되도록 구비되는 주면콘(36); 으로 구성되는 것을 특징으로 하는 압력 그라우팅에 의한 토사 정착형 마이크로파일.,4,10-2014-0156210,2014-11-11,0,0,10-1544139,2015-08-06,백승훈
JP,P,날개 부착 작은 지름 연결관 말뚝,【요약】　　　（수정유） 【과제】관 말뚝을 단시간에 접속하기 쉽고 모래질 지반이나 점도질 지반에 관계없이 압압 또는 회전에 의해 관입 용이해 철거 시에 뽑아 내 용이한 날개 부착 소구경 연결관말뚝을 제공한다. 【해결 수단】강관제의 항 본체 9의 하단부 부근의 외주에 한 권 또는 수권의 나선형 날개 4를 돌설해 관통공 10 11을 설치한 날개 부착 소구경단관 말뚝 2와 날개 부착 소구경단관 말뚝 3의 하측에 적어도 관통공을 구비한 소구경단관 말뚝과 항 본체의 하단연 측에 항 본체의 내주 벽면에 외주 벽면이 접하는 외경을 가지는 파이프형 또는 원주형으로서 길이 방향에 대해서 직각 방향이고 동일 방향의 관통공 12 13을 적어도 2개소 설치한 관 말뚝 조인트 6과 소구경단관 말뚝의 상단부 측의 관통공과 관 말뚝 조인트의 하단부 측의 관통공을 삽통시키고 또한 날개 부착 소구경단관 말뚝의 하단부 측의 관통공과 관 말뚝 조인트의 상단부 측의 관통공을 삽통시켜 체결하는 볼트 및 너트를 구비하는 날개 부착 소구경 연결관말뚝으로 한다. 【선택도】도 1 ,【청구항】강관제의 항 본체의 하단부 부근의 외주에 한 권 또는 수권의 나선형 날개를 돌설해 상기 항 본체의 상하 단테두리부에서 각각 부근의 위치로서 길이 방향에 대해서 직각 방향으로 동일 방향의 관통공을 적어도 1개소씩 설치한 날개 부착 소구경단관 말뚝과 상기 날개 부착 소구경단관 말뚝의 하측에 상기 날개 부착 소구경단관 말뚝과 같은 외경 및 내경을 가지며 적어도 상기 날개 부착 소구경단관 말뚝의 관통공과 동일한 구멍 지름의 관통공을 구비한 소구경단관 말뚝과 상기 날개 부착 소구경단관 말뚝의 하단연 측에 상기 날개 부착 소구경단관 말뚝의 내주 벽면에 외주 벽면이 접하는 외경을 가지는 파이프형 또는 원주형으로서 혹은 상기 날개 부착 소구경단관 말뚝의 외주 벽면에 내주 벽면이 접하는 내경을 가지는 파이프형으로서 길이 방향에 대해서 직각 방향이고 동일 방향의 관통공을 적어도 2개소 설치한 관 말뚝 조인트와 상기 소구경단관 말뚝의 상단부 측의 관통공과 상기 관 말뚝 조인트의 하단부 측의 관통공을 삽통시켜 체결하는 볼트 및 너트와 상기 날개 부착 소구경단관 말뚝의 하단부 측의 관통공과 상기 관 말뚝 조인트의 상단부 측의 관통공을 삽통시켜 체결하는 볼트 및 너트를 구비하는 것을 특징으로 하는 날개 부착 소구경 연결관말뚝.,3,2013-196400,2013-09-24,2015-063792,2015-04-09,0,0,WEST JAPAN ATEC CO LTD
JP,P,소구경 강관말뚝의 접합 구조 및 소구경 강관말뚝의 시공 방법,【요약】 【과제】 건물을 수평으로 수복해 향후의 부동 침하를 방지하기 위해서 소구경의 강관을 의족해 견고한 지반까지 압입한 소구경 강관말뚝의 접합 구조에 있고 작업자의 작업 부담이 적고 확실한 시공이 이루어짐과 동시에 시공에 필요한 브래킷을 재이용할 수 있는 데 있다. 【해결 수단】 소구경 강관말뚝을 구성하는 일반강철관 20은 소구경의 강관 본체 21의 일방단부 22에 수형 조인트 24를 구비하고 동 다른 한쪽 단부 23에는 암형 조인트 26을 구비한다. 수형 조인트 24와 암형 조인트 26은 미리 공장에 두어 강관 본체 21에 용접되어 있다. 그리고 수형 조인트 24에는 나사산 25를 설치하고 암형 조인트 25에는 이 나사산 25에 대응하는 나사구(도시 생략)를 설치하고 수형 조인트 24와 암형 조인트 26은 나사 결합에 의해 접합 가능해지고 있다. 【선택도】 도 1 ,【청구항】건물을 수평으로 수복해 향후의 부동 침하를 방지하기 위해서 소구경의 강관을 의족해 견고한 지반까지 압입한 소구경 강관말뚝의 접합 구조로서 강관의 일방단부에는 수형 조인트를 구비하고 동 다른 한쪽 단부에는 수형 조인트에 접합하는 암형 조인트를 구비하고 상기 조인트에 의한 강관의 접합은 나사 결합에 의한 것임을 특징으로 한다 (와)과 함께  건물의 기초에 접하는 철근콘크리트등의 기초 강관의 반기초 측단부에는 이것과 접합하는 일반강철관 사이에 신축자재의 조정 조인트를 구비하고 동조정조인트는 암형 조인트와 수형 조인트로 구성되고 동 암형 조인트는 철근콘크리트등의 기초 강관의 반기초 측단부에 용접됨과 동시에 수형 조인트에 설치된 제1 나사산에 대응하는 나사구를 설치해 수형 조인트와 나사 결합에 의해 접합 가능해져 동 수형 조인트는 제1 나사산과 연속하도록 설치된 제2 나사산이 철근콘크리트등의 기초 강관과 접합하는 일반강철관의 암형 조인트의 나사구에 대응해 동일반강관의 암형 조인트와 나사 결합에 의해 접합 가능하게 되고 있는 것을 특징으로 한다 소구경 강관말뚝의 접합 구조.,2,2009-200256,2009-08-31,2011-052396,2011-03-17,5695307,2015-02-13,DAIWA LANTEC CO LTD
JP,P,사면 안정 공법 및 사태 강관 억제말뚝,【요약】 【과제】기존의 사면에 대한 사태 억제 대책의 강화를 한다. 【해결 수단】마이크로파일 11을 기설 강관 억제말뚝 120의 내부에 타설함으로써 기설 강관 억제말뚝 120과 마이크로파일 11이 일체화한 강화 강관 억제말뚝 200을 구성한다. 지반의 풍화 열화 등에 의해 미끄럼면이 깊어진 경우에도 그 미끄럼면보다 더 심층에 도달하도록 기설 강관 억제말뚝 120보다 길고 마이크로파일 11을 타설함으로써 필요한 억제 효과를 발휘한다. 또한 기설 강관 억제말뚝 120의 강관의 내부에 마이크로파일 11을 구성하는 강관 21이 배치된 다중관 구조가 되어 내력이 큰폭으로 향상된다. 또한 기설 강관 억제말뚝 120의 지지층에 뿌리 넣어 부족 대책이라고 해도 기설 강관 억제말뚝 120보다 길게 심층으로 돌출되는 마이크로파일 11이 비교적 큰 둘레면 마찰력을 확보해 필요한 지지력을 확보하는 것이 된다. 【선택도】도 1 ,【청구항】절토법면의 도중의 코단에 대해서 사면 안정공으로서 연직에 시공되어 있는 기설 강관 억제말뚝의 내부에  마이크로파일을 상기 기설 강관 억제 말뚝머리부에서 돌출되도록 해 타설 함으로써 기설 강관 억제말뚝과 마이크로파일이 일체화한 강화 강관 억제말뚝을 구성 해 상기 강화 강관 억제말뚝에 인접하고 상기 절토법면의 도중의 코단에 경사말뚝형 마이크로파일을 타설해 상기 강화 강관 억제 말뚝머리부 에서 돌출되는 상기 마이크로파일의 철근콘크리트등의 기초와 상기 경사말뚝형 마이크로파일 의 철근콘크리트등의 기초 (을)를 기초 빔에 의해 강결 해 사태력에 대한 트러스구조를 구성 하는 것을 특징으로 하는 사면 안정 공법.,8,2010-044106,2010-03-01,2011-179220,2011-09-15,5582497,2014-07-25,WEST NIPPON EXPRESSWAY CO LTD | TOYO CONSTR CO LTD | JAPAN FOUND ENG CO LTD | KFC LTD
